pubchem_cid,sample,drug_name,label
2907,DoTc2-4510,Cyclophosphamide,0.6182154487876235
2907,HT-3,Cyclophosphamide,0.5937917556934504
2907,HeLa,Cyclophosphamide,0.631911786025185
2907,ME-180,Cyclophosphamide,0.6403597191364878
2907,MS751,Cyclophosphamide,0.5649027489807458
2907,OMC-1,Cyclophosphamide,0.6116674450599402
2907,SISO,Cyclophosphamide,0.6484379540964226
2907,SKG-IIIa,Cyclophosphamide,0.6719092198983176
2907,SW756,Cyclophosphamide,0.7226259008206248
2907,SiHa,Cyclophosphamide,0.6508453571957713
3218,C-33-A,Embelin,0.5163507888994869
3218,C-4-I,Embelin,0.5225655201406922
3218,CAL-39,Embelin,0.4705274041497143
3218,Ca-Ski,Embelin,0.5428325288981973
3218,DoTc2-4510,Embelin,0.5197859258102138
3218,HT-3,Embelin,0.5443774494300617
3218,HeLa,Embelin,0.4897723698961668
3218,ME-180,Embelin,0.5506034074725177
3218,MS751,Embelin,0.5542447154828684
3218,OMC-1,Embelin,0.5071982798400814
3218,SISO,Embelin,0.5062761743610256
3218,SKG-IIIa,Embelin,0.5844080231231559
3218,SW756,Embelin,0.5219757735787094
3218,SiHa,Embelin,0.5978679320993863
3385,C-33-A,5-Fluorouracil,0.5634287515143606
3385,C-4-I,5-Fluorouracil,0.6325842763068931
3385,CAL-39,5-Fluorouracil,0.5692594995030205
3385,Ca-Ski,5-Fluorouracil,0.5783406918714116
3385,DoTc2-4510,5-Fluorouracil,0.7379446557736131
3385,HT-3,5-Fluorouracil,0.48474772941673056
3385,HeLa,5-Fluorouracil,0.6366531388964325
3385,ME-180,5-Fluorouracil,0.6029432998365909
3385,MS751,5-Fluorouracil,0.7035275554513569
3385,OMC-1,5-Fluorouracil,0.5693207000026033
3385,SISO,5-Fluorouracil,0.5686448222951834
3385,SKG-IIIa,5-Fluorouracil,0.65808186591141
3385,SW756,5-Fluorouracil,0.6662100808425939
3385,SiHa,5-Fluorouracil,0.5679885358684024
3796,C-33-A,WHI-P97,0.4914481807578666
3796,C-4-I,WHI-P97,0.6259544956980952
3796,CAL-39,WHI-P97,0.5347603833217512
3796,Ca-Ski,WHI-P97,0.5731981360848589
3796,DoTc2-4510,WHI-P97,0.5100999581850699
3796,HT-3,WHI-P97,0.5655811392949108
3796,HeLa,WHI-P97,0.6087103303683516
3796,ME-180,WHI-P97,0.5394106539961374
3796,MS751,WHI-P97,0.620643614128961
3796,OMC-1,WHI-P97,0.6022433960986388
3796,SISO,WHI-P97,0.5777330260646708
3796,SKG-IIIa,WHI-P97,0.645824634658817
3796,SW756,WHI-P97,0.6513818960166458
3796,SiHa,WHI-P97,0.6450072193568915
3899,C-33-A,Leflunomide,0.6193953932580775
3899,C-4-I,Leflunomide,0.6462460687934607
3899,CAL-39,Leflunomide,0.6064554857208502
3899,Ca-Ski,Leflunomide,0.6309688559796759
3899,DoTc2-4510,Leflunomide,0.6375655971351826
3899,HT-3,Leflunomide,0.6187698779674852
3899,HeLa,Leflunomide,0.6235943041901231
3899,ME-180,Leflunomide,0.6301676822713549
3899,MS751,Leflunomide,0.6464021534340121
3899,OMC-1,Leflunomide,0.7186596799467329
3899,SISO,Leflunomide,0.6303136757109662
3899,SKG-IIIa,Leflunomide,0.6788841093301317
3899,SW756,Leflunomide,0.6502825075861494
3899,SiHa,Leflunomide,0.6612660465358626
4212,C-33-A,Mitoxantrone,0.3315630350757959
4212,C-4-I,Mitoxantrone,0.5280889783681858
4212,CAL-39,Mitoxantrone,0.3754174145481435
4212,Ca-Ski,Mitoxantrone,0.41227536015442184
4212,DoTc2-4510,Mitoxantrone,0.43446489491043494
4212,HT-3,Mitoxantrone,0.4391047675674214
4212,HeLa,Mitoxantrone,0.44828418587208146
4212,ME-180,Mitoxantrone,0.2707959131602829
4212,MS751,Mitoxantrone,0.5145351769789128
4212,SISO,Mitoxantrone,0.33367040617882676
4212,SKG-IIIa,Mitoxantrone,0.3724037885647042
4212,SW756,Mitoxantrone,0.4517153569840411
4212,SiHa,Mitoxantrone,0.5841208011819603
4261,C-33-A,Entinostat,0.5221059981193571
4261,C-4-I,Entinostat,0.5139838622011138
4261,CAL-39,Entinostat,0.4641795588802219
4261,Ca-Ski,Entinostat,0.5654893245326497
4261,DoTc2-4510,Entinostat,0.4836474415814802
4261,HT-3,Entinostat,0.41599843786238544
4261,HeLa,Entinostat,0.4805311653836028
4261,ME-180,Entinostat,0.5505706569275199
4261,MS751,Entinostat,0.597172445961982
4261,OMC-1,Entinostat,0.49361452415969315
4261,SISO,Entinostat,0.5075348548655408
4261,SKG-IIIa,Entinostat,0.4636985529785147
4261,SW756,Entinostat,0.5850981056485347
4261,SiHa,Entinostat,0.6316049750798123
4993,OMC-1,Pyrimethamine,0.6295901389103726
5291,OMC-1,Imatinib,0.5563773380105118
5311,C-33-A,Vorinostat,0.402314048406813
5311,C-4-I,Vorinostat,0.4877317900299022
5311,CAL-39,Vorinostat,0.42077163504449117
5311,Ca-Ski,Vorinostat,0.46726398742843034
5311,DoTc2-4510,Vorinostat,0.5155357986364102
5311,HT-3,Vorinostat,0.5151682216921258
5311,HeLa,Vorinostat,0.46954609695510385
5311,ME-180,Vorinostat,0.4824384171835854
5311,MS751,Vorinostat,0.457803400193263
5311,OMC-1,Vorinostat,0.4447284428258299
5311,SISO,Vorinostat,0.510901708597041
5311,SKG-IIIa,Vorinostat,0.45190939838708566
5311,SW756,Vorinostat,0.556358866546715
5311,SiHa,Vorinostat,0.5372625615954316
5394,C-33-A,Temozolomide,0.6860895350849062
5394,C-4-I,Temozolomide,0.708415478718806
5394,CAL-39,Temozolomide,0.6777643788419023
5394,Ca-Ski,Temozolomide,0.6954911771364671
5394,DoTc2-4510,Temozolomide,0.7411534015453346
5394,HT-3,Temozolomide,0.7162467212183001
5394,HeLa,Temozolomide,0.6834401258364047
5394,ME-180,Temozolomide,0.6495988886945755
5394,MS751,Temozolomide,0.7124388560844042
5394,OMC-1,Temozolomide,0.6746397649762974
5394,SISO,Temozolomide,0.6832518278452469
5394,SKG-IIIa,Temozolomide,0.7917438242316417
5394,SW756,Temozolomide,0.752320672763878
5394,SiHa,Temozolomide,0.7339657580934951
5746,C-33-A,Mitomycin-C,0.34632230300614675
5746,C-4-I,Mitomycin-C,0.2928073832784692
5746,CAL-39,Mitomycin-C,0.2506427833914
5746,Ca-Ski,Mitomycin-C,0.24362415063360857
5746,DoTc2-4510,Mitomycin-C,0.29420104091817756
5746,HT-3,Mitomycin-C,0.223133140111379
5746,HeLa,Mitomycin-C,0.32161765461475733
5746,ME-180,Mitomycin-C,0.24153571301493917
5746,MS751,Mitomycin-C,0.30081107655987255
5746,OMC-1,Mitomycin-C,0.3415450701631912
5746,SISO,Mitomycin-C,0.17999250910927728
5746,SKG-IIIa,Mitomycin-C,0.33749950584464805
5746,SW756,Mitomycin-C,0.36115441412160343
5746,SiHa,Mitomycin-C,0.42658876043293875
5978,C-33-A,Vincristine,0.18551754871888507
5978,C-4-I,Vincristine,0.3392483081144094
5978,CAL-39,Vincristine,0.2203939166552258
5978,Ca-Ski,Vincristine,0.2502208624986404
5978,DoTc2-4510,Vincristine,0.26459101294573056
5978,HT-3,Vincristine,0.5681677690899412
5978,HeLa,Vincristine,0.26812494951168225
5978,ME-180,Vincristine,0.4114008523040719
5978,MS751,Vincristine,0.21303521242903795
5978,SISO,Vincristine,0.2270111779889524
5978,SKG-IIIa,Vincristine,0.4917557537108781
5978,SW756,Vincristine,0.6110548555699045
5978,SiHa,Vincristine,0.52360355959571
6253,C-33-A,Cytarabine,0.4057496937273367
6253,C-4-I,Cytarabine,0.5159649948480681
6253,CAL-39,Cytarabine,0.4448174378613582
6253,Ca-Ski,Cytarabine,0.5335552267335912
6253,DoTc2-4510,Cytarabine,0.5595852589442496
6253,HT-3,Cytarabine,0.40281198567004306
6253,HeLa,Cytarabine,0.5297669800461116
6253,ME-180,Cytarabine,0.536820944198911
6253,MS751,Cytarabine,0.5652531767314093
6253,OMC-1,Cytarabine,0.3571381214085827
6253,SISO,Cytarabine,0.4099428867438675
6253,SKG-IIIa,Cytarabine,0.5721959036535964
6253,SW756,Cytarabine,0.6429675012578795
6253,SiHa,Cytarabine,0.5546489735110541
8249,C-33-A,Phenformin,0.5703464470193188
8249,C-4-I,Phenformin,0.8506639707044494
8249,CAL-39,Phenformin,0.8858707606430073
8249,Ca-Ski,Phenformin,0.7346555310706602
8249,DoTc2-4510,Phenformin,0.6847715891239066
8249,HT-3,Phenformin,0.7063721587513827
8249,HeLa,Phenformin,0.706685169159818
8249,ME-180,Phenformin,0.7941915492866815
8249,MS751,Phenformin,0.7468933161796996
8249,OMC-1,Phenformin,0.6683263495217735
8249,SISO,Phenformin,0.73971837755986
8249,SKG-IIIa,Phenformin,0.5763172560387879
8249,SW756,Phenformin,0.8843114682514777
8249,SiHa,Phenformin,0.633811393162993
8269,C-33-A,Acetalax,0.5348183929301555
8269,C-4-I,Acetalax,0.5413887393713572
8269,CAL-39,Acetalax,0.5526703628296322
8269,Ca-Ski,Acetalax,0.5446017765264681
8269,DoTc2-4510,Acetalax,0.46215201195998146
8269,HT-3,Acetalax,0.535601362127764
8269,HeLa,Acetalax,0.6488169216460293
8269,ME-180,Acetalax,0.5216054951825285
8269,MS751,Acetalax,0.5916464177103186
8269,SISO,Acetalax,0.5750253628675344
8269,SKG-IIIa,Acetalax,0.7272094817884398
8269,SW756,Acetalax,0.7809232408911786
8269,SiHa,Acetalax,0.6894103040230214
9444,C-33-A,5-azacytidine,0.4661586684608892
9444,C-4-I,5-azacytidine,0.555216318930333
9444,CAL-39,5-azacytidine,0.5806204857305778
9444,Ca-Ski,5-azacytidine,0.5175243621604841
9444,DoTc2-4510,5-azacytidine,0.5779625412680546
9444,HT-3,5-azacytidine,0.5919868819948416
9444,HeLa,5-azacytidine,0.5542776434907085
9444,ME-180,5-azacytidine,0.5456641012757205
9444,MS751,5-azacytidine,0.5567081721028986
9444,SISO,5-azacytidine,0.5717225257200108
9444,SKG-IIIa,5-azacytidine,0.5099430485041825
9444,SW756,5-azacytidine,0.615085515792019
9444,SiHa,5-azacytidine,0.5866304509043682
12035,C-33-A,N-acetyl cysteine,0.8162870834218354
12035,C-4-I,N-acetyl cysteine,0.8523617357635245
12035,CAL-39,N-acetyl cysteine,0.8702994268429662
12035,Ca-Ski,N-acetyl cysteine,0.9098194570369191
12035,DoTc2-4510,N-acetyl cysteine,0.8924634261225249
12035,HT-3,N-acetyl cysteine,0.8397143432446521
12035,HeLa,N-acetyl cysteine,0.8472141352364984
12035,ME-180,N-acetyl cysteine,0.8743025263976417
12035,MS751,N-acetyl cysteine,0.8865240643989803
12035,SISO,N-acetyl cysteine,0.9095488049551163
12035,SKG-IIIa,N-acetyl cysteine,0.8541055623454863
12035,SW756,N-acetyl cysteine,0.9165618800097138
12035,SiHa,N-acetyl cysteine,0.9307620286924744
13342,C-33-A,Vinblastine,0.12980358426654576
13342,C-4-I,Vinblastine,0.17432092191867363
13342,CAL-39,Vinblastine,0.10341931492467477
13342,Ca-Ski,Vinblastine,0.21669989079834107
13342,DoTc2-4510,Vinblastine,0.29705220123752907
13342,HT-3,Vinblastine,0.40832369386419376
13342,HeLa,Vinblastine,0.11078308119244551
13342,ME-180,Vinblastine,0.3218964116593061
13342,MS751,Vinblastine,0.13066805777691193
13342,OMC-1,Vinblastine,0.25908955753071816
13342,SISO,Vinblastine,0.1625887284985306
13342,SKG-IIIa,Vinblastine,0.2984625709396091
13342,SW756,Vinblastine,0.495709922034951
13342,SiHa,Vinblastine,0.4104116384012423
24360,C-33-A,Camptothecin,0.2110058021995392
24360,C-4-I,Camptothecin,0.26792692839815957
24360,CAL-39,Camptothecin,0.20815276425451426
24360,Ca-Ski,Camptothecin,0.22137951381676055
24360,DoTc2-4510,Camptothecin,0.2607933938121757
24360,HT-3,Camptothecin,0.20831210661304433
24360,HeLa,Camptothecin,0.3346567000388413
24360,ME-180,Camptothecin,0.21894654549519027
24360,MS751,Camptothecin,0.24735034572832926
24360,OMC-1,Camptothecin,0.35035962268836696
24360,SISO,Camptothecin,0.23261400930568832
24360,SKG-IIIa,Camptothecin,0.3195668942596629
24360,SW756,Camptothecin,0.24667098412380617
24360,SiHa,Camptothecin,0.36836500142463463
31703,C-33-A,Doxorubicin,0.22375607591783794
31703,C-4-I,Doxorubicin,0.25604871098322934
31703,CAL-39,Doxorubicin,0.26887169367656516
31703,Ca-Ski,Doxorubicin,0.2291779470891312
31703,DoTc2-4510,Doxorubicin,0.21659121929191538
31703,HT-3,Doxorubicin,0.27989803031003374
31703,HeLa,Doxorubicin,0.2828179031493031
31703,ME-180,Doxorubicin,0.28337160183787474
31703,MS751,Doxorubicin,0.3314443395493465
31703,OMC-1,Doxorubicin,0.2865689552842806
31703,SISO,Doxorubicin,0.2472913308849924
31703,SKG-IIIa,Doxorubicin,0.3251184693195015
31703,SW756,Doxorubicin,0.327033835086901
31703,SiHa,Doxorubicin,0.49039086290923417
36314,C-33-A,Paclitaxel,0.17789824698609388
36314,C-4-I,Paclitaxel,0.2369845874109114
36314,CAL-39,Paclitaxel,0.10943940038752792
36314,Ca-Ski,Paclitaxel,0.21422002093948836
36314,DoTc2-4510,Paclitaxel,0.31780389046016533
36314,HT-3,Paclitaxel,0.31174234946483226
36314,HeLa,Paclitaxel,0.20942862142195579
36314,ME-180,Paclitaxel,0.3074878445538558
36314,MS751,Paclitaxel,0.17172974739535207
36314,OMC-1,Paclitaxel,0.21844290756696685
36314,SISO,Paclitaxel,0.2847565023844202
36314,SKG-IIIa,Paclitaxel,0.25547114576821395
36314,SW756,Paclitaxel,0.3831271285403891
36314,SiHa,Paclitaxel,0.3301245058450654
36462,C-33-A,Etoposide,0.36250538977240265
36462,C-4-I,Etoposide,0.3999668215510116
36462,CAL-39,Etoposide,0.4574107508554377
36462,Ca-Ski,Etoposide,0.4229514657741125
36462,DoTc2-4510,Etoposide,0.38534144903180556
36462,HT-3,Etoposide,0.3922619517682509
36462,HeLa,Etoposide,0.391174069486159
36462,ME-180,Etoposide,0.38327676573530833
36462,MS751,Etoposide,0.4077743298117853
36462,OMC-1,Etoposide,0.5285958611650259
36462,SISO,Etoposide,0.33354398186229306
36462,SKG-IIIa,Etoposide,0.5452797081588792
36462,SW756,Etoposide,0.44431177378097736
36462,SiHa,Etoposide,0.634412181626942
41867,C-33-A,Epirubicin,0.23923712772262634
41867,C-4-I,Epirubicin,0.3079922324497646
41867,CAL-39,Epirubicin,0.31033953655350227
41867,Ca-Ski,Epirubicin,0.30799004441588085
41867,DoTc2-4510,Epirubicin,0.36525159174742655
41867,HT-3,Epirubicin,0.3527626888750907
41867,HeLa,Epirubicin,0.3938200222056868
41867,ME-180,Epirubicin,0.3099715474178722
41867,MS751,Epirubicin,0.3221857999321165
41867,OMC-1,Epirubicin,0.3723160264608742
41867,SISO,Epirubicin,0.2468300844691554
41867,SKG-IIIa,Epirubicin,0.4035283705359667
41867,SW756,Epirubicin,0.3986359852516711
41867,SiHa,Epirubicin,0.3806566211111797
42640,C-33-A,NSC-207895,0.4209732939439331
42640,C-4-I,NSC-207895,0.6397699594722026
42640,CAL-39,NSC-207895,0.5730311004490483
42640,Ca-Ski,NSC-207895,0.5263466438298605
42640,DoTc2-4510,NSC-207895,0.5455560679880009
42640,HT-3,NSC-207895,0.5243216694126039
42640,HeLa,NSC-207895,0.6444483066096783
42640,ME-180,NSC-207895,0.61651876975258
42640,MS751,NSC-207895,0.5744476696141909
42640,OMC-1,NSC-207895,0.5988757692301312
42640,SISO,NSC-207895,0.5391075954691814
42640,SKG-IIIa,NSC-207895,0.6932772525470476
42640,SW756,NSC-207895,0.5232110056669272
42640,SiHa,NSC-207895,0.683505893373604
44259,C-33-A,Staurosporine,0.2873561928477204
44259,C-4-I,Staurosporine,0.2517176804319889
44259,CAL-39,Staurosporine,0.1590311195124427
44259,Ca-Ski,Staurosporine,0.2159128697011222
44259,DoTc2-4510,Staurosporine,0.26290224815652424
44259,HT-3,Staurosporine,0.28845532074981345
44259,HeLa,Staurosporine,0.2642298613906932
44259,ME-180,Staurosporine,0.29592868251455107
44259,MS751,Staurosporine,0.28718385821594994
44259,OMC-1,Staurosporine,0.26450345992226776
44259,SISO,Staurosporine,0.2758830355849301
44259,SKG-IIIa,Staurosporine,0.2737480603087462
44259,SW756,Staurosporine,0.5376763059433695
44259,SiHa,Staurosporine,0.28627509270173
60700,C-33-A,Topotecan,0.3413835840353119
60700,C-4-I,Topotecan,0.4656430782989291
60700,CAL-39,Topotecan,0.34978262992760634
60700,Ca-Ski,Topotecan,0.33196537354082345
60700,DoTc2-4510,Topotecan,0.3033595608484346
60700,HT-3,Topotecan,0.31514791791942115
60700,HeLa,Topotecan,0.49769846957320457
60700,ME-180,Topotecan,0.2742693612533076
60700,MS751,Topotecan,0.38256536116069584
60700,SISO,Topotecan,0.3025154679944754
60700,SKG-IIIa,Topotecan,0.3642247745913238
60700,SW756,Topotecan,0.4192275285753581
60700,SiHa,Topotecan,0.5278790119514878
60750,C-33-A,Gemcitabine,0.209630193512322
60750,C-4-I,Gemcitabine,0.25413362223593405
60750,CAL-39,Gemcitabine,0.20821751497211993
60750,Ca-Ski,Gemcitabine,0.30231431573424883
60750,DoTc2-4510,Gemcitabine,0.344223055128144
60750,HT-3,Gemcitabine,0.2189976450809293
60750,HeLa,Gemcitabine,0.6072658883569784
60750,ME-180,Gemcitabine,0.29076488961608293
60750,MS751,Gemcitabine,0.5402610829514538
60750,OMC-1,Gemcitabine,0.4520056472921835
60750,SISO,Gemcitabine,0.2184309783002001
60750,SKG-IIIa,Gemcitabine,0.4938625013669104
60750,SW756,Gemcitabine,0.48597501812040056
60750,SiHa,Gemcitabine,0.5884511596710962
60838,C-33-A,Irinotecan,0.4542805026963473
60838,C-4-I,Irinotecan,0.5528699075537281
60838,CAL-39,Irinotecan,0.46864839914275025
60838,Ca-Ski,Irinotecan,0.45234941558274133
60838,DoTc2-4510,Irinotecan,0.5127911214354843
60838,HT-3,Irinotecan,0.4395573430921148
60838,HeLa,Irinotecan,0.5944761188868493
60838,ME-180,Irinotecan,0.44285820821668315
60838,MS751,Irinotecan,0.4823077624422499
60838,OMC-1,Irinotecan,0.5230002183075245
60838,SISO,Irinotecan,0.514837263355514
60838,SKG-IIIa,Irinotecan,0.46438730771962106
60838,SW756,Irinotecan,0.5200161317426886
60838,SiHa,Irinotecan,0.5953854110731482
65110,C-33-A,AICA Ribonucleotide,0.8470378370824223
65110,C-4-I,AICA Ribonucleotide,0.7943158825466031
65110,CAL-39,AICA Ribonucleotide,0.7653318763521997
65110,Ca-Ski,AICA Ribonucleotide,0.740787761465318
65110,DoTc2-4510,AICA Ribonucleotide,0.7510108720337039
65110,HT-3,AICA Ribonucleotide,0.6950932473179045
65110,HeLa,AICA Ribonucleotide,0.8227986320423897
65110,ME-180,AICA Ribonucleotide,0.6876063477385086
65110,MS751,AICA Ribonucleotide,0.726488725053556
65110,OMC-1,AICA Ribonucleotide,0.8014002893674509
65110,SISO,AICA Ribonucleotide,0.771578456457187
65110,SKG-IIIa,AICA Ribonucleotide,0.800650548417697
65110,SW756,AICA Ribonucleotide,0.8543859181238469
65110,SiHa,AICA Ribonucleotide,0.8745739313812362
68740,C-33-A,Zoledronate,0.5754963639726729
68740,C-4-I,Zoledronate,0.5626334470809685
68740,CAL-39,Zoledronate,0.5600712197926602
68740,Ca-Ski,Zoledronate,0.5722745481738942
68740,DoTc2-4510,Zoledronate,0.5995872840866697
68740,HT-3,Zoledronate,0.5764370266116643
68740,HeLa,Zoledronate,0.5539326816259471
68740,ME-180,Zoledronate,0.5946365021954678
68740,MS751,Zoledronate,0.5638273821290342
68740,SISO,Zoledronate,0.5905904530411543
68740,SKG-IIIa,Zoledronate,0.6348282484717725
68740,SW756,Zoledronate,0.6509730855201987
68740,SiHa,Zoledronate,0.5930928919950021
76044,OMC-1,S-Trityl-L-cysteine,0.5432284157693735
82146,C-33-A,Bexarotene,0.4747713950449166
82146,C-4-I,Bexarotene,0.5080576967217848
82146,CAL-39,Bexarotene,0.5453497643983019
82146,Ca-Ski,Bexarotene,0.5422264304606839
82146,DoTc2-4510,Bexarotene,0.5214684757575935
82146,HT-3,Bexarotene,0.607113414387157
82146,HeLa,Bexarotene,0.5430804244057308
82146,ME-180,Bexarotene,0.6082320755959957
82146,MS751,Bexarotene,0.5926105787971785
82146,OMC-1,Bexarotene,0.5720652985897157
82146,SISO,Bexarotene,0.4724382288817496
82146,SKG-IIIa,Bexarotene,0.5748738038835831
82146,SW756,Bexarotene,0.5229466679336247
82146,SiHa,Bexarotene,0.5937517528977004
87371,C-33-A,L-Oxonoreleagnine,0.5133472235618118
87371,C-4-I,L-Oxonoreleagnine,0.5109711214071895
87371,CAL-39,L-Oxonoreleagnine,0.5284975977430196
87371,Ca-Ski,L-Oxonoreleagnine,0.5456958333823073
87371,DoTc2-4510,L-Oxonoreleagnine,0.5720451019220083
87371,HT-3,L-Oxonoreleagnine,0.5970579135782419
87371,HeLa,L-Oxonoreleagnine,0.5198801225103139
87371,ME-180,L-Oxonoreleagnine,0.5800707814230157
87371,MS751,L-Oxonoreleagnine,0.5390406625859046
87371,SISO,L-Oxonoreleagnine,0.573785034691983
87371,SKG-IIIa,L-Oxonoreleagnine,0.6058867307670273
87371,SW756,L-Oxonoreleagnine,0.5990149743619002
87371,SiHa,L-Oxonoreleagnine,0.5327391734134528
92577,C-33-A,NSC-87877,0.5893385219928671
92577,C-4-I,NSC-87877,0.5190685579680949
92577,CAL-39,NSC-87877,0.621663886963336
92577,Ca-Ski,NSC-87877,0.6531425560722741
92577,DoTc2-4510,NSC-87877,0.6252836037454947
92577,HT-3,NSC-87877,0.5496845425620952
92577,HeLa,NSC-87877,0.6098182742480855
92577,ME-180,NSC-87877,0.6500936641547498
92577,MS751,NSC-87877,0.6193422274038658
92577,OMC-1,NSC-87877,0.6625268876049561
92577,SISO,NSC-87877,0.6424641031675513
92577,SKG-IIIa,NSC-87877,0.6815601066404251
92577,SW756,NSC-87877,0.5612047374945823
92577,SiHa,NSC-87877,0.6073846666454603
97489,C-33-A,SB52334,0.4892360007981648
97489,C-4-I,SB52334,0.6290362460143173
97489,CAL-39,SB52334,0.5518522811820508
97489,Ca-Ski,SB52334,0.6168141590821623
97489,DoTc2-4510,SB52334,0.6439152796610929
97489,HT-3,SB52334,0.6441066291733804
97489,HeLa,SB52334,0.6141044318930148
97489,ME-180,SB52334,0.5350907667252942
97489,MS751,SB52334,0.6219594629627838
97489,OMC-1,SB52334,0.5952565058685703
97489,SISO,SB52334,0.589401941890918
97489,SKG-IIIa,SB52334,0.6999390059603241
97489,SW756,SB52334,0.6231893739986566
97489,SiHa,SB52334,0.6895560029390668
104741,C-33-A,Fulvestrant,0.5077664154445369
104741,C-4-I,Fulvestrant,0.5103673122302267
104741,CAL-39,Fulvestrant,0.48218162526342834
104741,Ca-Ski,Fulvestrant,0.5087837650996384
104741,DoTc2-4510,Fulvestrant,0.5582963566390664
104741,HT-3,Fulvestrant,0.5163367323550718
104741,HeLa,Fulvestrant,0.4978225316812346
104741,ME-180,Fulvestrant,0.5496687291456569
104741,MS751,Fulvestrant,0.5308692103609021
104741,OMC-1,Fulvestrant,0.5596122021340787
104741,SISO,Fulvestrant,0.5287455944772201
104741,SKG-IIIa,Fulvestrant,0.5469366706758879
104741,SW756,Fulvestrant,0.6307053577043005
104741,SiHa,Fulvestrant,0.48192966313516483
104842,C-33-A,SN-38,0.12658823149451548
104842,C-4-I,SN-38,0.20110345607310479
104842,CAL-39,SN-38,0.1525864531871258
104842,Ca-Ski,SN-38,0.1430428589720759
104842,DoTc2-4510,SN-38,0.1449273030532811
104842,HT-3,SN-38,0.15085150227669142
104842,HeLa,SN-38,0.22050991447329366
104842,ME-180,SN-38,0.1346458024544341
104842,MS751,SN-38,0.2040752612278311
104842,OMC-1,SN-38,0.29211828939514617
104842,SISO,SN-38,0.1702481514030842
104842,SKG-IIIa,SN-38,0.21013030267185126
104842,SW756,SN-38,0.17290486880212172
104842,SiHa,SN-38,0.29632358863540575
107969,C-33-A,FTY-720,0.4760031957970043
107969,C-4-I,FTY-720,0.5136494902341858
